Index,SlopeActivityTerm,SlopeActivityDayTerm,SlopeActivityNightTerm,SlopeActivityEveningTerm,SlopeActivityTermPre,SlopeActivityTermPost,SlopeActivityDayPre,SlopeActivityDayPost,SlopeActivityNightPre,SlopeActivityNightPost,SlopeActivityEveningPre,SlopeActivityEveningPost,SlopeAudioTerm,SlopeAudioDayTerm,SlopeAudioNightTerm,SlopeAudioEveningTerm,SlopeAudioTermPre,SlopeAudioTermPost,SlopeAudioDayPre,SlopeAudioDayPost,SlopeAudioNightPre,SlopeAudioNightPost,SlopeAudioEveningPre,SlopeAudioEveningPost,SlopeConDurTerm,SlopeConDurDayTerm,SlopeConDurNightTerm,SlopeConDurEveningTerm,SlopeConDurTermPre,SlopeConDurTermPost,SlopeConDurDayPre,SlopeConDurDayPost,SlopeConDurNightPre,SlopeConDurNightPost,SlopeConDurEveningPre,SlopeConDurEveningPost,SlopeConFreqTerm,SlopeConFreqDayTerm,SlopeConFreqNightTerm,SlopeConFreqEveningTerm,SlopeConFreqTermPre,SlopeConFreqTermPost,SlopeConFreqDayPre,SlopeConFreqDayPost,SlopeConFreqNightPre,SlopeConFreqNightPost,SlopeConFreqEveningPre,SlopeConFreqEveningPost,SlopeMobilityTerm,SlopeMobilityDayTerm,SlopeMobilityNightTerm,SlopeMobilityEveningTerm,SlopeMobilityTermPre,SlopeMobilityTermPost,SlopeMobilityDayPre,SlopeMobilityDayPost,SlopeMobilityNightPre,SlopeMobilityNightPost,SlopeMobilityEveningPre,SlopeMobilityEveningPost,SlopeSleepTerm,SlopeSleepTermPre,SlopeSleepTermPost,SlopeStressTerm,SlopeStressTermPre,SlopeStressTermPost,SlopePAMTerm,SlopePAMPre,SlopePAMPost,SlopeClassTerm,SlopeClassPre,SlopeClassPost,SlopePhonechargeTerm,SlopePhonechargePre,SlopePhonechargePost,PositiveScorePre,NegativeScorePre,PositiveScorePost,NegativeScorePost,PHQ9ScorePre,PHQ9ScorePost,LonelinessScorePre,LonelinessScorePost
GPA all,-0.4095291107019361,-0.2688440720314145,-0.45505517646732907,-0.4020807645136174,0.4322581260520724,-0.46160056908097047,0.31634510313925684,-0.4303316429602895,0.5469084283339362,-0.4850436562285097,0.19396846724686126,-0.4183622094996633,0.22693795548961937,0.24562005976489215,0.2144707381141596,0.11035579811822545,-0.04264724955725371,0.4323369508156832,-0.17443941136724825,0.23923694414529578,0.1027989029872237,0.32800729461969197,-0.013471790487145998,0.43321181989302937,0.2657481582168436,0.08961182199910657,-0.04360244391282091,0.34803736206350055,-0.07424525072968116,0.3415479902391263,-0.11570786744040037,0.25846469507195285,-0.09075895781386183,0.2865354128594217,0.17437706841157463,0.15312065419563062,0.1844650205259612,0.2291455750155406,0.10541288320292452,0.010949116996944808,0.14410813884635965,0.21427896984558162,0.045530475906937797,0.14148963260179734,0.039659951617117606,0.07553706879716267,0.29141638758180344,0.24752822992154755,0.1962996303332543,0.14059908636672822,-0.01198194918979174,0.4067140707938143,0.2897547246044598,0.041198638372178416,0.22007194437671335,-0.10852288396864043,-0.04980998925097082,0.0844696856606968,0.36911619472832896,0.13752764998483905,0.5173872500551344,0.017254141817843297,0.3908547638738491,0.12486750193681849,0.26780541722025963,-0.1932552177842324,0.20988358265018112,0.2364497345599093,-0.07031789519470971,0.1607367631473711,0.16698698634143222,-0.3122988602391674,0.09522624554587893,0.17397710752778184,-0.13684778974113285,-0.05251390712117748,-0.29819416337170956,0.2672289088687316,-0.3184989066846187,-0.3509667889721703,-0.4700208255638491,-0.11806324840650838,-0.1297226371832301
Spring GPA,-0.6234027972962933,-0.48025692869316255,-0.67163612148488,-0.6366150913491162,0.331831356058456,-0.5525183122232736,0.36266354468623396,-0.5504386545214561,0.46544611678600833,-0.5519213108031531,0.004897909779502016,-0.49945456259909676,-0.021615393527827008,0.0052890781049540125,0.05834158679493036,-0.12299890049967266,0.1380839299498032,0.2971893275841417,0.19894338672557424,0.28458619088296166,0.10042967429122977,0.21426679233286763,0.045539238811751,0.2455347149748876,-0.024978575693342307,0.03254512117263501,-0.07841549799877484,0.08294501419443868,-0.08131103376232775,-0.021131554380395035,0.13021235438361384,0.10024901964970082,-0.009837903593547024,-0.11139244887301898,-0.24875304359494593,-0.016712872090884755,0.004584830066193965,0.0942024292112988,0.18112455639757816,-0.008963644290236779,0.2927573286774978,0.11064796507169514,0.29200598889776863,0.23825419851490767,0.12811568428065911,0.12860385701899557,0.4324494708455635,0.14214213718543428,0.1341559307067072,0.09321104402983835,-0.07553341889846375,0.23444538953775648,0.20859722318458887,-0.2809441120382326,0.11013183805304949,-0.21068795084001135,0.04312671189870867,-0.295258865367387,0.41346475715765874,-0.1668849243366927,0.4352878812500864,0.24424486404402124,0.46236141427472516,0.06422704283980299,0.10325209126409833,0.12447422467100203,0.15026888503501992,0.17925804429254935,0.13571889928337144,0.01479262964596282,0.02257986977557885,-0.023181867260516794,-0.23107243435978414,-0.08414739401070827,-0.3023370444515772,-0.2920824010945429,-0.13175935970003305,0.13342714349619733,-0.5037147974542437,-0.287238087175201,-0.41289030960953943,-0.3353056278408235,-0.024555224730027966
